Record Number	001	Location
b8816228x	sseb008854868	multi;er;eb
b88162291	sse0000092104	multi;er;eb
b88162308	sseb020761876	multi;er;eb
b8816231x	sseb022324023	multi;er;eb
b88162321	sse0000885010	multi;er;eb
b88162333	sseb020761877	multi;er;eb
b88162345	sseb018841350	multi;er;eb
b88162357	sseb008854869	multi;er;eb
b88162369	sseb016985889	multi;er;eb
b88162370	sseb008854870	multi;er;eb
b88162382	sseb008854871	multi;er;eb
b88162394	sseb012730624	multi;er;eb
b88162400	sseb015780803	multi;er;eb
b88162412	sse0000751975	multi;er;eb
b88162424	sseb026472760	multi;er;eb
b88162436	sseb008854873	multi;er;eb
b88162448	sseb015780804	multi;er;eb
b8816245x	sseb022999925	multi;er;eb
b88162461	sseb008854875	multi;er;eb
b88162473	sseb015780805	multi;er;eb
b88162485	sseb008854876	multi;er;eb
b88162497	sse0000505143	multi;er;eb
b88162503	sse0000505144	multi;er;eb
b88162515	sse0000505145	multi;er;eb
b88162527	sseb008854880	multi;er;eb
b88162539	sseb016127906	multi;er;eb
b88162540	sseb015780808	multi;er;eb
b88162552	sseb008854882	multi;er;eb
b88162564	sse0000092105	multi;er;eb
b88162576	sseb008854883	multi;er;eb
b88162588	sseb016985890	multi;er;eb
b8816259x	sseb018065435	multi;er;eb
b88162606	sse0000306332	multi;er;eb
b88162618	sseb015780809	multi;er;eb
b8816262x	sseb008854885	multi;er;eb
b88162631	sseb008854886	multi;er;eb
b88162643	sseb015780810	multi;er;eb
b88162655	sseb018841351	multi;er;eb
b88162667	sseb008854888	multi;er;eb
b88162679	sse0001628204	multi;er;eb
b88162680	sseb026472761	multi;er;eb
b88162692	sse0000505146	multi;er;eb
b88162709	sseb008854890	multi;er;eb
b88162710	sseb015780812	multi;er;eb
b88162722	sseb013643043	multi;er;eb
b88162734	sse0000505147	multi;er;eb
b88162746	sse0000505148	multi;er;eb
b88162758	sse0000505149	multi;er;eb
b8816276x	sse0000749091	multi;er;eb
b88162771	sse0001057400	multi;er;eb
b88162783	sse0000314298	multi;er;eb
b88162795	sse0000314299	multi;er;eb
b88162801	sseb008854896	multi;er;eb
b88162813	sse0000749092	multi;er;eb
b88162825	sse0000505150	multi;er;eb
b88162837	sseb022999926	multi;er;eb
b88162849	sseb025166293	multi;er;eb
b88162850	sse0000505151	multi;er;eb
b88162862	sse0000092107	multi;er;eb
b88162874	sse0000601136	multi;er;eb
b88162886	sse0000092108	multi;er;eb
b88162898	sse0000410352	multi;er;eb
b88162904	sse0000601142	multi;er;eb
b88162916	sse0000599762	multi;er;eb
b88162928	sse0000092109	multi;er;eb
b8816293x	sse0000597514	multi;er;eb
b88162941	sse0000601138	multi;er;eb
b88162953	sse0000601139	multi;er;eb
b88162965	sse0000601140	multi;er;eb
b88162977	sse0000601141	multi;er;eb
b88162989	sse0000599761	multi;er;eb
b88162990	sse0000599763	multi;er;eb
b88163003	sse0000505152	multi;er;eb
b88163015	sse0000092110	multi;er;eb
b88163027	sse0000601133	multi;er;eb
b88163039	sse0000601134	multi;er;eb
b88163040	sse0000092106	multi;er;eb
b88163052	sse0000601131	multi;er;eb
b88163064	sse0000749097	multi;er;eb
b88163076	sse0001054288	multi;er;eb
b88163088	sse0001433770	multi;er;eb
b8816309x	sse0001452760	multi;er;eb
b88163106	sse0000505153	multi;er;eb
b88163118	sseb008854915	multi;er;eb
b8816312x	sse0000314422	multi;er;eb
b88163131	sse0000505250	multi;er;eb
b88163143	sseb015780841	multi;er;eb
b88163155	sse0000505251	multi;er;eb
b88163167	sse0000503725	multi;er;eb
b88163179	sse0000410353	multi;er;eb
b88163180	sse0000505252	multi;er;eb
b88163192	sse0000505255	multi;er;eb
b88163209	sseb008854920	multi;er;eb
b88163210	sse0000092112	multi;er;eb
b88163222	sse0000090720	multi;er;eb
b88163234	sse0001495488	multi;er;eb
b88163246	sseb020293022	multi;er;eb
b88163258	sseb008854921	multi;er;eb
b8816326x	sse0000314441	multi;er;eb
b88163271	sse0000092113	multi;er;eb
b88163283	sseb012730487	multi;er;eb
b88163295	sseb012730488	multi;er;eb
b88163301	sseb012730489	multi;er;eb
b88163313	sseb012730490	multi;er;eb
b88163325	sseb012730491	multi;er;eb
b88163337	sseb012730492	multi;er;eb
b88163349	sseb012730493	multi;er;eb
b88163350	sseb012730494	multi;er;eb
b88163362	sseb012730495	multi;er;eb
b88163374	sseb012730496	multi;er;eb
b88163386	sseb012730497	multi;er;eb
b88163398	sseb005716083	multi;er;eb
b88163404	sseb008854924	multi;er;eb
b88163416	sseb002829401	multi;er;eb
b88163428	sseb002829402	multi;er;eb
b8816343x	sseb002829403	multi;er;eb
b88163441	sseb002829404	multi;er;eb
b88163453	sseb002829405	multi;er;eb
b88163465	sseb002829407	multi;er;eb
b88163477	sseb015780844	multi;er;eb
b88163489	sse0000747483	multi;er;eb
b88163490	sseb015780845	multi;er;eb
b88163507	sse0001433919	multi;er;eb
b88163519	sseb015780847	multi;er;eb
b88163520	sse0000092418	multi;er;eb
b88163532	sse0001433920	multi;er;eb
b88163544	sse0000505257	multi;er;eb
b88163556	sseb008854929	multi;er;eb
b88163568	sseb018065436	multi;er;eb
b8816357x	sseb015780850	multi;er;eb
b88163581	sseb025657950	multi;er;eb
b88163593	sse0000306505	multi;er;eb
b8816360x	sseb016985891	multi;er;eb
b88163611	sse0000364530	multi;er;eb
b88163623	sseb008854931	multi;er;eb
b88163635	sseb022999927	multi;er;eb
b88163647	sse0001548248	multi;er;eb
b88163659	sseb022999928	multi;er;eb
b88163660	sseb015780852	multi;er;eb
b88163672	sseb019020576	multi;er;eb
b88163684	sseb019023783	multi;er;eb
b88163696	sseb015780853	multi;er;eb
b88163702	sse0000748577	multi;er;eb
b88163714	sse0000748571	multi;er;eb
b88163726	sse0000355987	multi;er;eb
b88163738	sseb011608607	multi;er;eb
b8816374x	sseb015780854	multi;er;eb
b88163751	sseb011608608	multi;er;eb
b88163763	sse0000401102	multi;er;eb
b88163775	sse0001012988	multi;er;eb
b88163787	sse0001452761	multi;er;eb
b88163799	sse0001452620	multi;er;eb
b88163805	sse0001452532	multi;er;eb
b88163817	sseb012099890	multi;er;eb
b88163829	sseb008854934	multi;er;eb
b88163830	sse0001433921	multi;er;eb
b88163842	sse0000507047	multi;er;eb
b88163854	sse0000224724	multi;er;eb
b88163866	sse0001452751	multi;er;eb
b88163878	sseb008854935	multi;er;eb
b8816388x	sse0001433922	multi;er;eb
b88163891	sse0001433923	multi;er;eb
b88163908	sse0001433925	multi;er;eb
b8816391x	sse0001433924	multi;er;eb
b88163921	sse0001452762	multi;er;eb
b88163933	sseb008854936	multi;er;eb
b88163945	sseb008854937	multi;er;eb
b88163957	sse0001673785	multi;er;eb
b88163969	sse0000410354	multi;er;eb
b88163970	sse0001433926	multi;er;eb
b88163982	sse0000092114	multi;er;eb
b88163994	sseb008854939	multi;er;eb
b88164007	sseb015780862	multi;er;eb
b88164019	sseb015780863	multi;er;eb
b88164020	sseb008854940	multi;er;eb
b88164032	sseb015780864	multi;er;eb
b88164044	sse0001495545	multi;er;eb
b88164056	sseb008854943	multi;er;eb
b88164068	sseb008854944	multi;er;eb
b8816407x	sseb008854945	multi;er;eb
b88164081	sseb014209493	multi;er;eb
b88164093	sseb008854946	multi;er;eb
b8816410x	sseb008854947	multi;er;eb
b88164111	sse0000505263	multi;er;eb
b88164123	sseb022324024	multi;er;eb
b88164135	sse0000505264	multi;er;eb
b88164147	sse0000505265	multi;er;eb
b88164159	sse0000505266	multi;er;eb
b88164160	sse0000505267	multi;er;eb
b88164172	sse0000092115	multi;er;eb
b88164184	sseb008854953	multi;er;eb
b88164196	sseb008854954	multi;er;eb
b88164202	sse0000505268	multi;er;eb
b88164214	sse0001433927	multi;er;eb
b88164226	sseb008854956	multi;er;eb
b88164238	sseb008854957	multi;er;eb
b8816424x	sse0000658064	multi;er;eb
b88164251	sse0000505271	multi;er;eb
b88164263	sse0000505272	multi;er;eb
b88164275	sse0000493138	multi;er;eb
b88164287	sse0000505278	multi;er;eb
b88164299	sse0000505280	multi;er;eb
b88164305	sse0000083651	multi;er;eb
b88164317	sseb008854964	multi;er;eb
b88164329	sse0000682286	multi;er;eb
b88164330	sseb015780881	multi;er;eb
b88164342	sse0000450677	multi;er;eb
b88164354	sse0000395940	multi;er;eb
b88164366	sse0000507050	multi;er;eb
b88164378	sseb015780882	multi;er;eb
b8816438x	sse0000092118	multi;er;eb
b88164391	sseb013161383	multi;er;eb
b88164408	sse0001220827	multi;er;eb
b8816441x	sse0000558696	multi;er;eb
b88164421	sse0000092119	multi;er;eb
b88164433	sseb008854968	multi;er;eb
b88164445	sseb022211452	multi;er;eb
b88164457	sseb008854969	multi;er;eb
b88164469	sseb008854970	multi;er;eb
b88164470	sseb008854972	multi;er;eb
b88164482	sseb023977653	multi;er;eb
b88164494	sseb008854973	multi;er;eb
b88164500	sseb015780885	multi;er;eb
b88164512	sseb008854975	multi;er;eb
b88164524	sseb008854976	multi;er;eb
b88164536	sseb015780886	multi;er;eb
b88164548	sse0000092120	multi;er;eb
b8816455x	sse0000092121	multi;er;eb
b88164561	sseb019020577	multi;er;eb
b88164573	sse0000505282	multi;er;eb
b88164585	sseb008854981	multi;er;eb
b88164597	sse0000505283	multi;er;eb
b88164603	sse0000445263	multi;er;eb
b88164615	sseb008854983	multi;er;eb
b88164627	sse0000092122	multi;er;eb
b88164639	sseb008854985	multi;er;eb
b88164640	sse0000738858	multi;er;eb
b88164652	sse0000092123	multi;er;eb
b88164664	sseb018841353	multi;er;eb
b88164676	sse0000505284	multi;er;eb
b88164688	sse0000601147	multi;er;eb
b8816469x	sse0000601146	multi;er;eb
b88164706	sse0000092124	multi;er;eb
b88164718	sse0000505286	multi;er;eb
b8816472x	sse0000503457	multi;er;eb
b88164731	sse0000410230	multi;er;eb
b88164743	sse0000503450	multi;er;eb
b88164755	sseb021619219	multi;er;eb
b88164767	sse0001731938	multi;er;eb
b88164779	sse0001452763	multi;er;eb
b88164780	sseb022999930	multi;er;eb
b88164792	sseb022324025	multi;er;eb
b88164809	sseb022211453	multi;er;eb
b88164810	sse0000364696	multi;er;eb
b88164822	sseb008854996	multi;er;eb
b88164834	sseb015780897	multi;er;eb
b88164846	sse0000092125	multi;er;eb
b88164858	sseb015780899	multi;er;eb
b8816486x	sseb015780900	multi;er;eb
b88164871	sseb008855001	multi;er;eb
b88164883	sseb012730625	multi;er;eb
b88164895	sse0000092126	multi;er;eb
b88164901	sseb008855003	multi;er;eb
b88164913	sseb018841354	multi;er;eb
b88164925	sse0001433928	multi;er;eb
b88164937	sse0000410358	multi;er;eb
b88164949	sseb008855004	multi;er;eb
b88164950	sseb015780902	multi;er;eb
b88164962	sse0000396105	multi;er;eb
b88164974	sse0000505287	multi;er;eb
b88164986	sse0000092128	multi;er;eb
b88164998	sseb010604454	multi;er;eb
b88165000	sseb012740289	multi;er;eb
b88165012	sseb014209501	multi;er;eb
b88165024	sseb018065444	multi;er;eb
b88165036	sseb019653172	multi;er;eb
b88165048	sseb021619220	multi;er;eb
b8816505x	sseb022999931	multi;er;eb
b88165061	sseb023977774	multi;er;eb
b88165073	sseb025199947	multi;er;eb
b88165085	sse0000505289	multi;er;eb
b88165097	sse0000092129	multi;er;eb
b88165103	sse0000092127	multi;er;eb
b88165115	sseb008855012	multi;er;eb
b88165127	sseb008855013	multi;er;eb
b88165139	sseb008855014	multi;er;eb
b88165140	sseb008855015	multi;er;eb
b88165152	sseb008855016	multi;er;eb
b88165164	sseb008855017	multi;er;eb
b88165176	sseb008855018	multi;er;eb
b88165188	sseb008855019	multi;er;eb
b8816519x	sseb008855020	multi;er;eb
b88165206	sseb008855021	multi;er;eb
b88165218	sseb008855022	multi;er;eb
b8816522x	sseb008855023	multi;er;eb
b88165231	sseb008855024	multi;er;eb
b88165243	sseb011608609	multi;er;eb
b88165255	sseb012099892	multi;er;eb
b88165267	sseb012730626	multi;er;eb
b88165279	sseb008855025	multi;er;eb
b88165280	sseb010604455	multi;er;eb
b88165292	sseb010604456	multi;er;eb
b88165309	sseb010604457	multi;er;eb
b88165310	sseb010604458	multi;er;eb
b88165322	sseb010604459	multi;er;eb
b88165334	sseb010774436	multi;er;eb
b88165346	sseb010774437	multi;er;eb
b88165358	sseb012730627	multi;er;eb
b8816536x	sseb016127907	multi;er;eb
b88165371	sseb016985893	multi;er;eb
b88165383	sseb016985894	multi;er;eb
b88165395	sseb012730628	multi;er;eb
b88165401	sseb012730629	multi;er;eb
b88165413	sseb013161384	multi;er;eb
b88165425	sseb013634964	multi;er;eb
b88165437	sseb014209502	multi;er;eb
b88165449	sseb014209503	multi;er;eb
b88165450	sseb015780906	multi;er;eb
b88165462	sseb015780907	multi;er;eb
b88165474	sseb016985895	multi;er;eb
b88165486	sseb020293023	multi;er;eb
b88165498	sseb020293024	multi;er;eb
b88165504	sseb020293025	multi;er;eb
b88165516	sseb018065445	multi;er;eb
b88165528	sseb018065446	multi;er;eb
b8816553x	sseb018065447	multi;er;eb
b88165541	sseb018841355	multi;er;eb
b88165553	sseb018841356	multi;er;eb
b88165565	sseb018841357	multi;er;eb
b88165577	sseb019653173	multi;er;eb
b88165589	sseb019653174	multi;er;eb
b88165590	sseb020763765	multi;er;eb
b88165607	sseb022999932	multi;er;eb
b88165619	sseb023977775	multi;er;eb
b88165620	sseb023977776	multi;er;eb
b88165632	sseb021619221	multi;er;eb
b88165644	sseb021619222	multi;er;eb
b88165656	sseb021619223	multi;er;eb
b88165668	sseb022211454	multi;er;eb
b8816567x	sseb022211455	multi;er;eb
b88165681	sseb022328945	multi;er;eb
b88165693	sseb022999933	multi;er;eb
b8816570x	sseb022999934	multi;er;eb
b88165711	sseb023977777	multi;er;eb
b88165723	sseb025849419	multi;er;eb
b88165735	sseb026472762	multi;er;eb
b88165747	sseb026472763	multi;er;eb
b88165759	sseb023977778	multi;er;eb
b88165760	sseb023977779	multi;er;eb
b88165772	sseb023977780	multi;er;eb
b88165784	sseb024859808	multi;er;eb
b88165796	sseb024859809	multi;er;eb
b88165802	sseb025199948	multi;er;eb
b88165814	sseb025667081	multi;er;eb
b88165826	sseb025667082	multi;er;eb
b88165838	sse0000505399	multi;er;eb
b8816584x	sse0001452764	multi;er;eb
b88165851	sse0000505290	multi;er;eb
b88165863	sse0000505291	multi;er;eb
b88165875	sseb023426316	multi;er;eb
b88165887	sse0000486736	multi;er;eb
b88165899	sse0000410359	multi;er;eb
b88165905	sse0000505398	multi;er;eb
b88165917	sse0000505292	multi;er;eb
b88165929	sse0000505293	multi;er;eb
b88165930	sse0000505294	multi;er;eb
b88165942	sse0000749100	multi;er;eb
b88165954	sse0000505295	multi;er;eb
b88165966	sse0000505297	multi;er;eb
b88165978	sse0000540333	multi;er;eb
b8816598x	sse0000601149	multi;er;eb
b88165991	sse0000505296	multi;er;eb
b88166004	sse0000505299	multi;er;eb
b88166016	sse0000504341	multi;er;eb
b88166028	sseb008855033	multi;er;eb
b8816603x	sse0000505300	multi;er;eb
b88166041	sseb025647837	multi;er;eb
b88166053	sseb025657951	multi;er;eb
b88166065	sse0000749102	multi;er;eb
b88166077	sseb008855034	multi;er;eb
b88166089	sse0000503779	multi;er;eb
b88166090	sseb025199949	multi;er;eb
b88166107	sseb008855036	multi;er;eb
b88166119	sseb022999935	multi;er;eb
b88166120	sseb016127908	multi;er;eb
b88166132	sse0000092131	multi;er;eb
b88166144	sseb015780919	multi;er;eb
b88166156	sseb015780920	multi;er;eb
b88166168	sse0000306926	multi;er;eb
b8816617x	sseb008855040	multi;er;eb
b88166181	sseb008855041	multi;er;eb
b88166193	sseb015780922	multi;er;eb
b8816620x	sseb008855043	multi;er;eb
b88166211	sseb015780923	multi;er;eb
b88166223	sse0000504748	multi;er;eb
b88166235	sseb015780924	multi;er;eb
b88166247	sseb015780925	multi;er;eb
b88166259	sseb015780926	multi;er;eb
b88166260	sseb015780927	multi;er;eb
b88166272	sse0000505301	multi;er;eb
b88166284	sse0000400985	multi;er;eb
b88166296	sseb008855051	multi;er;eb
b88166302	sseb015780929	multi;er;eb
b88166314	sseb015780930	multi;er;eb
b88166326	sseb015780931	multi;er;eb
b88166338	sse0000092133	multi;er;eb
b8816634x	sse0000092132	multi;er;eb
b88166351	sse0000400986	multi;er;eb
b88166363	sseb015780933	multi;er;eb
b88166375	sseb015780934	multi;er;eb
b88166387	sseb026472764	multi;er;eb
b88166399	sseb008855056	multi;er;eb
b88166405	sseb013643045	multi;er;eb
b88166417	sseb015780935	multi;er;eb
b88166429	sse0000092134	multi;er;eb
b88166430	sse0000092135	multi;er;eb
b88166442	sseb015780937	multi;er;eb
b88166454	sse0001433929	multi;er;eb
b88166466	sse0000504170	multi;er;eb
b88166478	sse0000092427	multi;er;eb
b8816648x	sseb015780940	multi;er;eb
b88166491	sse0000306938	multi;er;eb
b88166508	sseb015780942	multi;er;eb
b8816651x	sseb015780943	multi;er;eb
b88166521	sseb015780945	multi;er;eb
b88166533	sseb015780946	multi;er;eb
b88166545	sse0000092136	multi;er;eb
b88166557	sse0000410360	multi;er;eb
b88166569	sse0000505308	multi;er;eb
b88166570	sseb015780948	multi;er;eb
b88166582	sse0000749103	multi;er;eb
b88166594	sse0000749104	multi;er;eb
b88166600	sse0000090978	multi;er;eb
b88166612	sseb015780951	multi;er;eb
b88166624	sse0001329001	multi;er;eb
b88166636	sseb010604460	multi;er;eb
b88166648	sse0000092086	multi;er;eb
b8816665x	sse0000505312	multi;er;eb
b88166661	sse0001433930	multi;er;eb
b88166673	sse0001433931	multi;er;eb
b88166685	sse0000505275	multi;er;eb
b88166697	sse0000505313	multi;er;eb
b88166703	sseb015780957	multi;er;eb
b88166715	sseb008855078	multi;er;eb
b88166727	sse0000885015	multi;er;eb
b88166739	sseb008855079	multi;er;eb
b88166740	sse0001763673	multi;er;eb
b88166752	sse0000436107	multi;er;eb
b88166764	sse0000394096	multi;er;eb
b88166776	sse0000395461	multi;er;eb
b88166788	sse0000397143	multi;er;eb
b8816679x	sse0000393841	multi;er;eb
b88166806	sse0000395477	multi;er;eb
b88166818	sse0000395822	multi;er;eb
b8816682x	sse0000395902	multi;er;eb
b88166831	sse0000445401	multi;er;eb
b88166843	sse0000395195	multi;er;eb
b88166855	sse0000395184	multi;er;eb
b88166867	sse0000395676	multi;er;eb
b88166879	sse0000393680	multi;er;eb
b88166880	sse0000394320	multi;er;eb
b88166892	sse0000451986	multi;er;eb
b88166909	sse0000527215	multi;er;eb
b88166910	sse0000394303	multi;er;eb
b88166922	sse0000394135	multi;er;eb
b88166934	sse0000445395	multi;er;eb
b88166946	sse0000436959	multi;er;eb
b88166958	sse0000394650	multi;er;eb
b8816696x	sse0000395812	multi;er;eb
b88166971	sse0000396774	multi;er;eb
b88166983	sse0000395864	multi;er;eb
b88166995	sse0000395859	multi;er;eb
b88167008	sse0000393498	multi;er;eb
b8816701x	sse0000393632	multi;er;eb
b88167021	sse0000394946	multi;er;eb
b88167033	sse0000395422	multi;er;eb
b88167045	sse0000395155	multi;er;eb
b88167057	sse0000395780	multi;er;eb
b88167069	sse0000445417	multi;er;eb
b88167070	sse0000393583	multi;er;eb
b88167082	sse0000395221	multi;er;eb
b88167094	sse0000445379	multi;er;eb
b88167100	sse0000445416	multi;er;eb
b88167112	sse0000436845	multi;er;eb
b88167124	sse0000395821	multi;er;eb
b88167136	sse0000451703	multi;er;eb
b88167148	sse0000445412	multi;er;eb
b8816715x	sse0000443234	multi;er;eb
b88167161	sse0000395437	multi;er;eb
b88167173	sse0000395448	multi;er;eb
b88167185	sse0000396408	multi;er;eb
b88167197	sse0000443126	multi;er;eb
b88167203	sse0000527249	multi;er;eb
b88167215	sse0000445430	multi;er;eb
b88167227	sse0000395901	multi;er;eb
b88167239	sse0000395612	multi;er;eb
b88167240	sse0000445370	multi;er;eb
b88167252	sse0000395563	multi;er;eb
b88167264	sse0000393629	multi;er;eb
b88167276	sse0000394663	multi;er;eb
b88167288	sse0000445358	multi;er;eb
b8816729x	sse0000394658	multi;er;eb
b88167306	sse0000395412	multi;er;eb
b88167318	sse0000396703	multi;er;eb
b8816732x	sse0000445357	multi;er;eb
b88167331	sse0000396705	multi;er;eb
b88167343	sse0000395629	multi;er;eb
b88167355	sse0000393673	multi;er;eb
b88167367	sse0000410337	multi;er;eb
b88167379	sseb007287419	multi;er;eb
b88167380	sseb007287420	multi;er;eb
b88167392	sseb007287421	multi;er;eb
b88167409	sse0000393967	multi;er;eb
b88167410	sse0000393542	multi;er;eb
b88167422	sse0000395354	multi;er;eb
b88167434	sse0000395744	multi;er;eb
b88167446	sse0000451674	multi;er;eb
b88167458	sse0000450585	multi;er;eb
b8816746x	sse0000395880	multi;er;eb
b88167471	sse0000395881	multi;er;eb
b88167483	sse0000396671	multi;er;eb
b88167495	sse0000445303	multi;er;eb
b88167501	sse0000445282	multi;er;eb
b88167513	sse0000439275	multi;er;eb
b88167525	sse0000439241	multi;er;eb
b88167537	sse0000439220	multi;er;eb
b88167549	sse0000395783	multi;er;eb
b88167550	sse0000393791	multi;er;eb
b88167562	sse0000438832	multi;er;eb
b88167574	sse0000395443	multi;er;eb
b88167586	sse0000393830	multi;er;eb
b88167598	sse0000393792	multi;er;eb
b88167604	sse0000395176	multi;er;eb
b88167616	sse0000396404	multi;er;eb
b88167628	sse0000454650	multi;er;eb
b8816763x	sse0000450590	multi;er;eb
b88167641	sse0001759943	multi;er;eb
b88167653	sse0001191112	multi;er;eb
b88167665	sse0000393544	multi;er;eb
b88167677	sse0000450584	multi;er;eb
b88167689	sse0000504207	multi;er;eb
b88167690	sse0000450582	multi;er;eb
b88167707	sse0000396790	multi;er;eb
b88167719	sse0000450580	multi;er;eb
b88167720	sse0000394343	multi;er;eb
b88167732	sse0000450579	multi;er;eb
b88167744	sse0000502937	multi;er;eb
b88167756	sse0000450577	multi;er;eb
b88167768	sse0000505314	multi;er;eb
b8816777x	sse0000395861	multi;er;eb
b88167781	sse0000451322	multi;er;eb
b88167793	sse0000502754	multi;er;eb
b8816780x	sse0000396776	multi;er;eb
b88167811	sse0000450558	multi;er;eb
